Hits,Accuracy
287837.0,95.9457
287927.0,95.9757
287771.0,95.9237
287910.0,95.97
288119.0,96.0397
287897.0,95.9657
287799.0,95.933
287880.0,95.96
287906.0,95.9687
287802.0,95.934
287780.0,95.9267
287869.0,95.9563
288036.0,96.012
287891.0,95.9637
287844.0,95.948
287658.0,95.886
287784.0,95.928
287862.0,95.954
287642.0,95.8807
287904.0,95.968
287800.0,95.9333
287801.0,95.9337
287962.0,95.9873
287953.0,95.9843
287897.0,95.9657
287596.0,95.8653
287702.0,95.9007
287992.0,95.9973
287565.0,95.855
287870.0,95.9567
288093.0,96.031
288002.0,96.0007
287746.0,95.9153
287783.0,95.9277
287819.0,95.9397
287862.0,95.954
288022.0,96.0073
287816.0,95.9387
287864.0,95.9547
287914.0,95.9713
287936.0,95.9787
287774.0,95.9247
287632.0,95.8773
287946.0,95.982
288040.0,96.0133
287704.0,95.9013
287823.0,95.941
287868.0,95.956
287991.0,95.997
287756.0,95.9187
287842.0,95.9473
287780.0,95.9267
287881.0,95.9603
288170.0,96.0567
287889.0,95.963
287689.0,95.8963
287937.0,95.979
288056.0,96.0187
287878.0,95.9593
287989.0,95.9963
287644.0,95.8813
287956.0,95.9853
287926.0,95.9753
287737.0,95.9123
287826.0,95.942
287997.0,95.999
287676.0,95.892
287874.0,95.958
287751.0,95.917
287809.0,95.9363
287678.0,95.8927
287904.0,95.968
287706.0,95.902
287617.0,95.8723
287826.0,95.942
287728.0,95.9093
287843.0,95.9477
287959.0,95.9863
287886.0,95.962
287768.0,95.9227
288003.0,96.001
288074.0,96.0247
287895.0,95.965
287982.0,95.994
287784.0,95.928
287910.0,95.97
287892.0,95.964
287936.0,95.9787
287768.0,95.9227
287691.0,95.897
287846.0,95.9487
287875.0,95.9583
287746.0,95.9153
287852.0,95.9507
287893.0,95.9643
287923.0,95.9743
287934.0,95.978
287783.0,95.9277
287804.0,95.9347
288042.0,96.014
