Hits,Accuracy
287655.0,95.885
287902.0,95.9673
287677.0,95.8923
287917.0,95.9723
287969.0,95.9897
287731.0,95.9103
287700.0,95.9
287893.0,95.9643
287774.0,95.9247
287917.0,95.9723
287686.0,95.8953
287578.0,95.8593
287745.0,95.915
287872.0,95.9573
287818.0,95.9393
287602.0,95.8673
287989.0,95.9963
287682.0,95.894
287807.0,95.9357
287685.0,95.895
287780.0,95.9267
287692.0,95.8973
287628.0,95.876
287832.0,95.944
287871.0,95.957
287895.0,95.965
287875.0,95.9583
287658.0,95.886
287698.0,95.8993
287754.0,95.918
287923.0,95.9743
287881.0,95.9603
287697.0,95.899
287851.0,95.9503
287906.0,95.9687
287842.0,95.9473
287768.0,95.9227
287588.0,95.8627
287746.0,95.9153
287905.0,95.9683
287477.0,95.8257
287772.0,95.924
287782.0,95.9273
287538.0,95.846
287702.0,95.9007
287841.0,95.947
287748.0,95.916
287758.0,95.9193
287874.0,95.958
287660.0,95.8867
288023.0,96.0077
287719.0,95.9063
287907.0,95.969
287606.0,95.8687
287716.0,95.9053
287842.0,95.9473
287863.0,95.9543
287954.0,95.9847
287612.0,95.8707
287836.0,95.9453
288063.0,96.021
287697.0,95.899
287814.0,95.938
287884.0,95.9613
287717.0,95.9057
287898.0,95.966
287729.0,95.9097
287941.0,95.9803
287668.0,95.8893
287679.0,95.893
287829.0,95.943
287757.0,95.919
287802.0,95.934
287654.0,95.8847
287764.0,95.9213
287850.0,95.95
287926.0,95.9753
287735.0,95.9117
287829.0,95.943
287765.0,95.9217
287815.0,95.9383
287689.0,95.8963
287997.0,95.999
287868.0,95.956
288029.0,96.0097
287593.0,95.8643
287700.0,95.9
287712.0,95.904
287847.0,95.949
287643.0,95.881
287655.0,95.885
287701.0,95.9003
287900.0,95.9667
287615.0,95.8717
287841.0,95.947
287848.0,95.9493
287762.0,95.9207
287662.0,95.8873
287669.0,95.8897
287964.0,95.988
