Hits,Accuracy
350087.0,87.5218
350030.0,87.5075
350090.0,87.5225
349964.0,87.491
350022.0,87.5055
350046.0,87.5115
349959.0,87.4898
350024.0,87.506
350067.0,87.5168
350072.0,87.518
350063.0,87.5158
349770.0,87.4425
349961.0,87.4902
350201.0,87.5502
350051.0,87.5128
350359.0,87.5898
350167.0,87.5417
350052.0,87.513
350507.0,87.6268
349881.0,87.4703
350014.0,87.5035
350160.0,87.54
350129.0,87.5322
350035.0,87.5088
349750.0,87.4375
350013.0,87.5032
350220.0,87.555
349892.0,87.473
350036.0,87.509
350191.0,87.5478
350095.0,87.5238
350051.0,87.5128
350363.0,87.5908
350128.0,87.532
349935.0,87.4838
350260.0,87.565
350055.0,87.5138
350193.0,87.5483
350266.0,87.5665
350126.0,87.5315
350145.0,87.5363
350103.0,87.5258
350115.0,87.5288
349808.0,87.452
350035.0,87.5088
350410.0,87.6025
350154.0,87.5385
350214.0,87.5535
349851.0,87.4628
349950.0,87.4875
350278.0,87.5695
350399.0,87.5998
349970.0,87.4925
350205.0,87.5512
350183.0,87.5458
350110.0,87.5275
349874.0,87.4685
350321.0,87.5803
349958.0,87.4895
350121.0,87.5302
350121.0,87.5302
350021.0,87.5052
350252.0,87.563
349935.0,87.4838
350308.0,87.577
350289.0,87.5722
350199.0,87.5498
350282.0,87.5705
350138.0,87.5345
350336.0,87.584
349882.0,87.4705
349989.0,87.4973
350011.0,87.5027
350108.0,87.527
350005.0,87.5012
350163.0,87.5408
350138.0,87.5345
350196.0,87.549
350283.0,87.5708
349859.0,87.4648
350027.0,87.5068
350259.0,87.5648
350190.0,87.5475
350203.0,87.5507
350188.0,87.547
350204.0,87.551
350025.0,87.5062
349970.0,87.4925
350291.0,87.5728
350156.0,87.539
350327.0,87.5818
350007.0,87.5018
350204.0,87.551
350145.0,87.5363
350169.0,87.5422
350215.0,87.5537
350368.0,87.592
350281.0,87.5702
350168.0,87.542
350221.0,87.5552
