Hits,Accuracy
348946.0,87.2365
349333.0,87.3332
349676.0,87.419
349021.0,87.2552
349309.0,87.3273
349293.0,87.3232
349143.0,87.2857
349414.0,87.3535
349213.0,87.3032
349276.0,87.319
349481.0,87.3702
349289.0,87.3222
349305.0,87.3262
349229.0,87.3072
349556.0,87.389
349192.0,87.298
349617.0,87.4042
348978.0,87.2445
349354.0,87.3385
349470.0,87.3675
349015.0,87.2538
349698.0,87.4245
349634.0,87.4085
349370.0,87.3425
349474.0,87.3685
349349.0,87.3372
349216.0,87.304
349121.0,87.2803
349318.0,87.3295
349041.0,87.2602
349289.0,87.3222
349470.0,87.3675
348758.0,87.1895
349405.0,87.3513
349502.0,87.3755
349423.0,87.3558
349401.0,87.3502
349490.0,87.3725
349208.0,87.302
348885.0,87.2212
349346.0,87.3365
349216.0,87.304
349014.0,87.2535
349088.0,87.272
349124.0,87.281
349097.0,87.2742
349044.0,87.261
349526.0,87.3815
349129.0,87.2822
349108.0,87.277
349310.0,87.3275
349566.0,87.3915
349404.0,87.351
349083.0,87.2707
349399.0,87.3498
349301.0,87.3252
349242.0,87.3105
349197.0,87.2992
349628.0,87.407
349348.0,87.337
349299.0,87.3248
349525.0,87.3812
349710.0,87.4275
349307.0,87.3268
349181.0,87.2952
348910.0,87.2275
349375.0,87.3438
349211.0,87.3027
349761.0,87.4402
349358.0,87.3395
349345.0,87.3363
349612.0,87.403
348808.0,87.202
349215.0,87.3038
349438.0,87.3595
349628.0,87.407
349591.0,87.3978
349557.0,87.3892
349261.0,87.3153
349136.0,87.284
349470.0,87.3675
349488.0,87.372
349297.0,87.3243
349021.0,87.2552
349597.0,87.3992
348987.0,87.2467
349356.0,87.339
349123.0,87.2808
349571.0,87.3927
349688.0,87.422
349322.0,87.3305
349493.0,87.3732
349117.0,87.2792
349444.0,87.361
349654.0,87.4135
349000.0,87.25
349471.0,87.3678
349548.0,87.387
349529.0,87.3822
349304.0,87.326
