Hits,Accuracy
349161.0,87.2902
349419.0,87.3548
349195.0,87.2988
349765.0,87.4412
348939.0,87.2348
349350.0,87.3375
349307.0,87.3268
349497.0,87.3742
349353.0,87.3382
349891.0,87.4728
348812.0,87.203
349015.0,87.2538
349063.0,87.2658
349050.0,87.2625
349146.0,87.2865
349459.0,87.3648
349063.0,87.2658
349391.0,87.3478
349438.0,87.3595
348825.0,87.2062
349235.0,87.3088
349400.0,87.35
349182.0,87.2955
349132.0,87.283
349361.0,87.3402
349446.0,87.3615
349448.0,87.362
349616.0,87.404
349736.0,87.434
349375.0,87.3438
349024.0,87.256
349108.0,87.277
349196.0,87.299
349149.0,87.2872
349099.0,87.2748
349485.0,87.3712
349163.0,87.2907
349189.0,87.2972
349491.0,87.3728
349556.0,87.389
349440.0,87.36
349304.0,87.326
349498.0,87.3745
349226.0,87.3065
348840.0,87.21
349413.0,87.3532
349075.0,87.2688
349732.0,87.433
349211.0,87.3027
349442.0,87.3605
349253.0,87.3132
349208.0,87.302
349270.0,87.3175
349568.0,87.392
349059.0,87.2648
349451.0,87.3628
349387.0,87.3468
349400.0,87.35
349140.0,87.285
349186.0,87.2965
349320.0,87.33
349472.0,87.368
349286.0,87.3215
349366.0,87.3415
349621.0,87.4052
349094.0,87.2735
349240.0,87.31
349522.0,87.3805
349396.0,87.349
349279.0,87.3198
348690.0,87.1725
349280.0,87.32
349272.0,87.318
349097.0,87.2742
349124.0,87.281
348735.0,87.1838
349409.0,87.3522
349305.0,87.3262
349259.0,87.3148
349143.0,87.2857
348933.0,87.2332
349151.0,87.2878
349160.0,87.29
349286.0,87.3215
349066.0,87.2665
349466.0,87.3665
349553.0,87.3882
349668.0,87.417
349524.0,87.381
349453.0,87.3633
349508.0,87.377
349164.0,87.291
348968.0,87.242
349651.0,87.4127
349406.0,87.3515
348801.0,87.2002
349194.0,87.2985
349030.0,87.2575
349427.0,87.3568
349517.0,87.3792
