Hits,Accuracy
399218.0,99.8045
399208.0,99.802
399205.0,99.8012
399222.0,99.8055
399217.0,99.8043
399213.0,99.8032
399220.0,99.805
399194.0,99.7985
399213.0,99.8032
399208.0,99.802
399214.0,99.8035
399216.0,99.804
399215.0,99.8038
399218.0,99.8045
399208.0,99.802
399217.0,99.8043
399210.0,99.8025
399212.0,99.803
399218.0,99.8045
399218.0,99.8045
399212.0,99.803
399219.0,99.8048
399216.0,99.804
399217.0,99.8043
399210.0,99.8025
399220.0,99.805
399214.0,99.8035
399219.0,99.8048
399201.0,99.8002
399221.0,99.8052
399217.0,99.8043
399227.0,99.8067
399217.0,99.8043
399218.0,99.8045
399216.0,99.804
399222.0,99.8055
399218.0,99.8045
399215.0,99.8038
399217.0,99.8043
399214.0,99.8035
399219.0,99.8048
399222.0,99.8055
399208.0,99.802
399219.0,99.8048
399216.0,99.804
399217.0,99.8043
399213.0,99.8032
399218.0,99.8045
399211.0,99.8027
399218.0,99.8045
399220.0,99.805
399211.0,99.8027
399213.0,99.8032
399219.0,99.8048
399213.0,99.8032
399219.0,99.8048
399217.0,99.8043
399218.0,99.8045
399222.0,99.8055
399221.0,99.8052
399217.0,99.8043
399215.0,99.8038
399216.0,99.804
399223.0,99.8058
399216.0,99.804
399197.0,99.7992
399218.0,99.8045
399215.0,99.8038
399210.0,99.8025
399219.0,99.8048
399220.0,99.805
399194.0,99.7985
399217.0,99.8043
399219.0,99.8048
399217.0,99.8043
399217.0,99.8043
399216.0,99.804
399217.0,99.8043
399225.0,99.8062
399218.0,99.8045
399213.0,99.8032
399198.0,99.7995
399216.0,99.804
399218.0,99.8045
399192.0,99.798
399214.0,99.8035
399194.0,99.7985
399197.0,99.7992
399218.0,99.8045
399218.0,99.8045
399202.0,99.8005
399219.0,99.8048
399216.0,99.804
399215.0,99.8038
399191.0,99.7977
399219.0,99.8048
399222.0,99.8055
399220.0,99.805
399218.0,99.8045
399209.0,99.8022
