Hits,Accuracy
399212.0,99.803
399212.0,99.803
399191.0,99.7977
399209.0,99.8022
399195.0,99.7988
399223.0,99.8058
399197.0,99.7992
399220.0,99.805
399205.0,99.8012
399194.0,99.7985
399217.0,99.8043
399210.0,99.8025
399199.0,99.7998
399192.0,99.798
399203.0,99.8008
399225.0,99.8062
399191.0,99.7977
399195.0,99.7988
399206.0,99.8015
399181.0,99.7952
399221.0,99.8052
399200.0,99.8
399207.0,99.8018
399224.0,99.806
399215.0,99.8038
399206.0,99.8015
399223.0,99.8058
399215.0,99.8038
399221.0,99.8052
399197.0,99.7992
399217.0,99.8043
399212.0,99.803
399196.0,99.799
399204.0,99.801
399215.0,99.8038
399211.0,99.8027
399219.0,99.8048
399186.0,99.7965
399183.0,99.7958
399198.0,99.7995
399218.0,99.8045
399200.0,99.8
399212.0,99.803
399224.0,99.806
399207.0,99.8018
399221.0,99.8052
399190.0,99.7975
399217.0,99.8043
399193.0,99.7982
399192.0,99.798
399220.0,99.805
399221.0,99.8052
399201.0,99.8002
399206.0,99.8015
399209.0,99.8022
399186.0,99.7965
399203.0,99.8008
399215.0,99.8038
399212.0,99.803
399224.0,99.806
399212.0,99.803
399210.0,99.8025
399199.0,99.7998
399212.0,99.803
399185.0,99.7962
399213.0,99.8032
399202.0,99.8005
399207.0,99.8018
399212.0,99.803
399221.0,99.8052
399223.0,99.8058
399187.0,99.7968
399215.0,99.8038
399188.0,99.797
399215.0,99.8038
399206.0,99.8015
399211.0,99.8027
399211.0,99.8027
399223.0,99.8058
399214.0,99.8035
399196.0,99.799
399204.0,99.801
399225.0,99.8062
399204.0,99.801
399217.0,99.8043
399194.0,99.7985
399208.0,99.802
399208.0,99.802
399201.0,99.8002
399219.0,99.8048
399186.0,99.7965
399212.0,99.803
399208.0,99.802
399209.0,99.8022
399223.0,99.8058
399205.0,99.8012
399214.0,99.8035
399226.0,99.8065
399180.0,99.795
399216.0,99.804
