Hits,Accuracy
399915.0,99.9788
399914.0,99.9785
399915.0,99.9788
399921.0,99.9802
399914.0,99.9785
399911.0,99.9778
399915.0,99.9788
399917.0,99.9792
399915.0,99.9788
399915.0,99.9788
399918.0,99.9795
399918.0,99.9795
399913.0,99.9782
399910.0,99.9775
399915.0,99.9788
399896.0,99.974
399915.0,99.9788
399916.0,99.979
399915.0,99.9788
399915.0,99.9788
399915.0,99.9788
399915.0,99.9788
399915.0,99.9788
399915.0,99.9788
399915.0,99.9788
399917.0,99.9792
399919.0,99.9798
399917.0,99.9792
399916.0,99.979
399915.0,99.9788
399912.0,99.978
399915.0,99.9788
399915.0,99.9788
399915.0,99.9788
399915.0,99.9788
399916.0,99.979
399915.0,99.9788
399917.0,99.9792
399915.0,99.9788
399908.0,99.977
399919.0,99.9798
399915.0,99.9788
399914.0,99.9785
399915.0,99.9788
399913.0,99.9782
399911.0,99.9778
399908.0,99.977
399915.0,99.9788
399911.0,99.9778
399915.0,99.9788
399915.0,99.9788
399908.0,99.977
399915.0,99.9788
399915.0,99.9788
399917.0,99.9792
399915.0,99.9788
399915.0,99.9788
399915.0,99.9788
399915.0,99.9788
399915.0,99.9788
399916.0,99.979
399914.0,99.9785
399917.0,99.9792
399915.0,99.9788
399915.0,99.9788
399915.0,99.9788
399916.0,99.979
399912.0,99.978
399911.0,99.9778
399915.0,99.9788
399911.0,99.9778
399914.0,99.9785
399917.0,99.9792
399915.0,99.9788
399915.0,99.9788
399916.0,99.979
399915.0,99.9788
399915.0,99.9788
399915.0,99.9788
399915.0,99.9788
399915.0,99.9788
399915.0,99.9788
399915.0,99.9788
399915.0,99.9788
399915.0,99.9788
399915.0,99.9788
399917.0,99.9792
399908.0,99.977
399915.0,99.9788
399914.0,99.9785
399915.0,99.9788
399915.0,99.9788
399915.0,99.9788
399915.0,99.9788
399915.0,99.9788
399915.0,99.9788
399915.0,99.9788
399915.0,99.9788
399916.0,99.979
399910.0,99.9775
