Hits,Accuracy
287654.0,95.8847
287566.0,95.8553
287962.0,95.9873
287630.0,95.8767
287773.0,95.9243
287735.0,95.9117
287695.0,95.8983
287584.0,95.8613
287469.0,95.823
287726.0,95.9087
287435.0,95.8117
287324.0,95.7747
287577.0,95.859
287750.0,95.9167
287466.0,95.822
287633.0,95.8777
287772.0,95.924
287494.0,95.8313
287846.0,95.9487
287525.0,95.8417
287729.0,95.9097
287512.0,95.8373
287629.0,95.8763
287636.0,95.8787
287395.0,95.7983
287534.0,95.8447
287676.0,95.892
287585.0,95.8617
287582.0,95.8607
287650.0,95.8833
287390.0,95.7967
287231.0,95.7437
287426.0,95.8087
287765.0,95.9217
287487.0,95.829
287573.0,95.8577
287698.0,95.8993
287569.0,95.8563
287709.0,95.903
287567.0,95.8557
287604.0,95.868
287451.0,95.817
287310.0,95.77
287508.0,95.836
287381.0,95.7937
287517.0,95.839
287617.0,95.8723
287629.0,95.8763
287539.0,95.8463
287443.0,95.8143
287732.0,95.9107
287656.0,95.8853
287510.0,95.8367
287483.0,95.8277
287607.0,95.869
287594.0,95.8647
287573.0,95.8577
287364.0,95.788
287708.0,95.9027
287653.0,95.8843
287805.0,95.935
287453.0,95.8177
287501.0,95.8337
287757.0,95.919
287822.0,95.9407
287393.0,95.7977
287376.0,95.792
287600.0,95.8667
287826.0,95.942
287588.0,95.8627
287544.0,95.848
287413.0,95.8043
287626.0,95.8753
287565.0,95.855
287837.0,95.9457
287583.0,95.861
287798.0,95.9327
287503.0,95.8343
287654.0,95.8847
287393.0,95.7977
287657.0,95.8857
287436.0,95.812
287722.0,95.9073
287702.0,95.9007
287565.0,95.855
287209.0,95.7363
287513.0,95.8377
287585.0,95.8617
287431.0,95.8103
287679.0,95.893
287667.0,95.889
287521.0,95.8403
287677.0,95.8923
287684.0,95.8947
287373.0,95.791
287796.0,95.932
287538.0,95.846
287251.0,95.7503
287807.0,95.9357
287728.0,95.9093
