Hits,Accuracy
391241.0,97.8102
391447.0,97.8618
391553.0,97.8882
392028.0,98.007
391443.0,97.8608
392188.0,98.047
391149.0,97.7872
390861.0,97.7152
391810.0,97.9525
391647.0,97.9118
391315.0,97.8288
390791.0,97.6978
391426.0,97.8565
391625.0,97.9062
391293.0,97.8232
391909.0,97.9772
391352.0,97.838
391598.0,97.8995
391543.0,97.8858
392025.0,98.0062
390705.0,97.6762
391540.0,97.885
391530.0,97.8825
391471.0,97.8678
390940.0,97.735
391396.0,97.849
390909.0,97.7272
391732.0,97.933
391340.0,97.835
392148.0,98.037
391426.0,97.8565
392053.0,98.0132
391371.0,97.8428
391894.0,97.9735
390382.0,97.5955
391501.0,97.8753
391572.0,97.893
391183.0,97.7958
391527.0,97.8818
391517.0,97.8792
390837.0,97.7092
391207.0,97.8018
391290.0,97.8225
391562.0,97.8905
391939.0,97.9847
390918.0,97.7295
390736.0,97.684
391708.0,97.927
391606.0,97.9015
392178.0,98.0445
391724.0,97.931
391637.0,97.9092
391561.0,97.8902
391774.0,97.9435
391348.0,97.837
391101.0,97.7752
391118.0,97.7795
391548.0,97.887
391196.0,97.799
392267.0,98.0668
390980.0,97.745
391651.0,97.9128
391302.0,97.8255
390962.0,97.7405
391865.0,97.9662
391135.0,97.7838
391544.0,97.886
391669.0,97.9172
391740.0,97.935
391459.0,97.8648
391850.0,97.9625
391240.0,97.81
391914.0,97.9785
391130.0,97.7825
391124.0,97.781
391751.0,97.9377
391382.0,97.8455
390603.0,97.6508
391148.0,97.787
391972.0,97.993
391318.0,97.8295
391171.0,97.7928
390924.0,97.731
391949.0,97.9872
391586.0,97.8965
392293.0,98.0732
391615.0,97.9038
391497.0,97.8742
391516.0,97.879
392120.0,98.03
392112.0,98.028
391917.0,97.9792
389869.0,97.4673
391062.0,97.7655
391540.0,97.885
391350.0,97.8375
390907.0,97.7268
390806.0,97.7015
390813.0,97.7032
391681.0,97.9202
