Hits,Accuracy
287305.0,95.7683
287470.0,95.8233
287385.0,95.795
287189.0,95.7297
286969.0,95.6563
287398.0,95.7993
287402.0,95.8007
287418.0,95.806
287344.0,95.7813
287135.0,95.7117
287384.0,95.7947
287184.0,95.728
287590.0,95.8633
287597.0,95.8657
287300.0,95.7667
287063.0,95.6877
287368.0,95.7893
287465.0,95.8217
287420.0,95.8067
287186.0,95.7287
287103.0,95.701
287394.0,95.798
287203.0,95.7343
287496.0,95.832
287491.0,95.8303
287450.0,95.8167
287186.0,95.7287
287377.0,95.7923
287186.0,95.7287
287389.0,95.7963
287227.0,95.7423
286933.0,95.6443
287155.0,95.7183
287458.0,95.8193
287403.0,95.801
287425.0,95.8083
287379.0,95.793
287411.0,95.8037
287308.0,95.7693
287057.0,95.6857
287060.0,95.6867
287417.0,95.8057
287567.0,95.8557
287226.0,95.742
287157.0,95.719
287232.0,95.744
287067.0,95.689
287448.0,95.816
287419.0,95.8063
287024.0,95.6747
287482.0,95.8273
287273.0,95.7577
287182.0,95.7273
287572.0,95.8573
287159.0,95.7197
287246.0,95.7487
287355.0,95.785
287459.0,95.8197
287596.0,95.8653
287435.0,95.8117
287287.0,95.7623
287430.0,95.81
287574.0,95.858
287316.0,95.772
287486.0,95.8287
287383.0,95.7943
287312.0,95.7707
287377.0,95.7923
287342.0,95.7807
287375.0,95.7917
287368.0,95.7893
287474.0,95.8247
287328.0,95.776
287132.0,95.7107
287150.0,95.7167
287281.0,95.7603
287296.0,95.7653
287186.0,95.7287
287080.0,95.6933
287503.0,95.8343
287380.0,95.7933
287232.0,95.744
287465.0,95.8217
287436.0,95.812
287204.0,95.7347
287426.0,95.8087
287062.0,95.6873
287279.0,95.7597
287364.0,95.788
287269.0,95.7563
287324.0,95.7747
287404.0,95.8013
287495.0,95.8317
287301.0,95.767
287157.0,95.719
287211.0,95.737
287390.0,95.7967
287057.0,95.6857
287516.0,95.8387
287364.0,95.788
